,N1,N2,N3,N4,N5,N6,N7,N8,N9,M1,M2,M3 ,,,,,,,,,
,0.1601,0.1451,11.17813162,0.295562358,10.89307011,1.715764703,46.4001,34.8001,0.972866937,RAISE,RAISE,STOP,,,,,,,,,
,0.1801,0.1461,9.483732594,-0.285061501,10.89307011,7.563975127,0.0001,0.0001,1.026169069,STOP,RAISE,STOP,,,,,,,,,
,0.2001,0.0001,9.595605526,1.409337521,10.89307011,-6.653815089,0.0001,0.0001,0.870620724,RAISE,RAISE,RAISE,,,,,,,,,
,0.2201,0.0011,10.44916001,1.297464589,10.89307011,1.361718592,0.4001,0.3001,0.880890826,RAISE,LOWER,RAISE,,,,,,,,,
,0.2191,0.0021,11.31589701,0.443910103,10.89307011,1.610704462,0.8001,0.6001,0.959248394,RAISE,LOWER,RAISE,,,,,,,,,
,0.2181,0.0031,9.53855792,-0.422826898,10.89307011,5.098283157,1.2001,0.9001,1.038816137,STOP,LOWER,RAISE,,,,,,,,,
,0.2171,0.0001,9.692915523,1.354512194,10.89307011,-4.511802809,1.6001,1.2001,0.875653771,RAISE,LOWER,RAISE,,,,,,,,,
,0.2161,0.0011,10.22032327,1.200154592,10.89307011,1.431203877,2.0001,1.5001,0.889824028,RAISE,LOWER,RAISE,,,,,,,,,
,0.2151,0.0021,10.75553361,0.672746844,10.89307011,1.703167798,2.4001,1.8001,0.938240842,RAISE,LOWER,RAISE,,,,,,,,,
,0.2141,0.0031,7.743361373,0.137536502,10.89307011,3.197498054,2.8001,2.1001,0.987373945,HOLD,LOWER,HOLD,,,,,,,,,
,0.2131,0.0031,8.054775113,3.149708742,10.89307011,11.26008192,2.8001,2.1001,0.710852064,RAISE,LOWER,RAISE,,,,,,,,,
,0.2121,0.0041,8.656576305,2.838295002,10.89307011,0.511461584,3.2001,2.4001,0.739440307,RAISE,LOWER,RAISE,,,,,,,,,
,0.2111,0.0051,9.616240658,2.23649381,10.89307011,0.609984255,3.6001,2.7001,0.79468655,RAISE,LOWER,RAISE,,,,,,,,,
,0.2101,0.0061,10.61305579,1.276829457,10.89307011,0.859938947,4.0001,3.0001,0.882785161,RAISE,LOWER,RAISE,,,,,,,,,
,0.2091,0.0071,7.56759357,0.280014322,10.89307011,1.66240773,4.4001,3.3001,0.97429427,RAISE,LOWER,STOP,,,,,,,,,
,0.2081,0.0081,7.615227358,3.325476545,10.89307011,5.405147514,0.0001,0.0001,0.694716319,RAISE,LOWER,RAISE,,,,,,,,,
,0.2071,0.0091,8.33866058,3.277842757,10.89307011,0.457993148,0.4001,0.3001,0.699089171,RAISE,LOWER,RAISE,,,,,,,,,
,0.2061,0.0101,8.498589992,2.554409535,10.89307011,0.508789542,0.8001,0.6001,0.765501414,RAISE,LOWER,RAISE,,,,,,,,,
,0.2051,0.0111,9.009410487,2.394480123,10.89307011,0.665405439,1.2001,0.9001,0.780183172,RAISE,LOWER,RAISE,,,,,,,,,
,0.2041,0.0121,9.683228137,1.883659627,10.89307011,0.752514953,1.6001,1.2001,0.827077251,RAISE,LOWER,RAISE,,,,,,,,,
,0.2031,0.0131,9.726795551,1.209841977,10.89307011,1.028129286,2.0001,1.5001,0.888934711,RAISE,LOWER,RAISE,,,,,,,,,
,0.2021,0.0141,10.03981923,1.166274564,10.89307011,1.607944795,2.4001,1.8001,0.892934264,RAISE,LOWER,RAISE,,,,,,,,,
,0.2011,0.0151,10.56571743,0.853250885,10.89307011,1.721690507,2.8001,2.1001,0.921670303,RAISE,LOWER,RAISE,,,,,,,,,
,0.2001,0.0161,1.855719405,0.327352687,10.89307011,2.476579307,3.2001,2.4001,0.969948538,RAISE,LOWER,RAISE,,,,,,,,,
,0.1991,0.0171,2.142065108,9.03735071,10.89307011,1.133773743,3.6001,2.7001,0.170357795,RAISE,LOWER,RAISE,,,,,,,,,
,0.1981,0.0181,2.202268223,8.751005007,10.89307011,0.047404714,4.0001,3.0001,0.196644755,RAISE,LOWER,RAISE,,,,,,,,,
,0.1971,0.0191,3.13876193,8.690801892,10.89307011,0.050331778,4.4001,3.3001,0.202171491,RAISE,LOWER,RAISE,,,,,,,,,
,0.1961,0.0201,3.340452692,7.754308185,10.89307011,0.072231814,4.8001,3.6001,0.288143003,RAISE,LOWER,RAISE,,,,,,,,,
,0.1951,0.0211,3.488639315,7.552617423,10.89307011,0.086157336,5.2001,3.9001,0.306658514,RAISE,LOWER,RAISE,,,,,,,,,
,0.1941,0.0221,4.129226909,7.404430799,10.89307011,0.09238226,5.6001,4.2001,0.320262266,RAISE,LOWER,RAISE,,,,,,,,,
,0.1931,0.0231,4.973568868,6.763843205,10.89307011,0.111533946,6.0001,4.5001,0.379069157,RAISE,LOWER,RAISE,,,,,,,,,
,0.1921,0.0241,5.420801964,5.919501247,10.89307011,0.147063399,6.4001,4.8001,0.456581002,RAISE,LOWER,RAISE,,,,,,,,,
,0.1911,0.0251,5.920256479,5.472268151,10.89307011,0.183150632,6.8001,5.1001,0.497637664,RAISE,LOWER,RAISE,,,,,,,,,
,0.1901,0.0261,6.609963642,4.972813635,10.89307011,0.21637304,7.2001,5.4001,0.543488329,RAISE,LOWER,RAISE,,,,,,,,,
,0.1891,0.0271,7.440965437,4.283106473,10.89307011,0.265844012,7.6001,5.7001,0.60680447,RAISE,LOWER,RAISE,,,,,,,,,
,0.1881,0.0281,7.698332847,3.452104678,10.89307011,0.347456477,8.0001,6.0001,0.683091668,RAISE,LOWER,RAISE,,,,,,,,,
,0.1871,0.0291,8.18670159,3.194737268,10.89307011,0.446008077,8.4001,6.3001,0.706718378,RAISE,LOWER,RAISE,,,,,,,,,
,0.1861,0.0301,9.091290227,2.706368524,10.89307011,0.512511728,8.8001,6.6001,0.751551354,RAISE,LOWER,RAISE,,,,,,,,,
,0.1851,0.0311,9.932994656,1.801779888,10.89307011,0.671844218,9.2001,6.9001,0.834593933,RAISE,LOWER,RAISE,,,,,,,,,
,0.1841,0.0321,10.08700504,0.960075459,10.89307011,1.102575816,9.6001,7.2001,0.911863648,RAISE,LOWER,RAISE,,,,,,,,,
,0.1831,0.0331,1.248785184,0.806065073,10.89307011,2.101294216,10.0001,7.5001,0.92600203,RAISE,LOWER,RAISE,,,,,,,,,
,0.1821,0.0341,1.678449011,9.644284931,10.89307011,0.309847238,10.4001,7.8001,0.114640333,RAISE,LOWER,RAISE,,,,,,,,,
,0.1811,0.0351,2.655540304,9.214621104,10.89307011,0.034807122,10.8001,8.1001,0.15408411,RAISE,LOWER,RAISE,,,,,,,,,
,0.1801,0.0361,3.478451201,8.23752981,10.89307011,0.057637537,11.2001,8.4001,0.24378254,RAISE,LOWER,RAISE,,,,,,,,,
,0.1791,0.0371,3.763166018,7.414618913,10.89307011,0.084453745,11.6001,8.7001,0.319326982,RAISE,LOWER,RAISE,,,,,,,,,
,0.1781,0.0381,4.624279354,7.129904097,10.89307011,0.10150666,12.0001,9.0001,0.345464224,RAISE,LOWER,RAISE,,,,,,,,,
,0.1771,0.0391,5.203392216,6.268790761,10.89307011,0.129715051,12.4001,9.3001,0.424515706,RAISE,LOWER,RAISE,,,,,,,,,
,0.1761,0.0401,6.051947992,5.689677899,10.89307011,0.16600944,12.8001,9.6001,0.477679126,RAISE,LOWER,RAISE,,,,,,,,,
,0.1751,0.0411,6.672056484,4.841122122,10.89307011,0.212734292,13.2001,9.9001,0.555577806,RAISE,LOWER,RAISE,,,,,,,,,
,0.1741,0.0421,7.331431738,4.221013631,10.89307011,0.275640908,13.6001,10.2001,0.612504685,RAISE,LOWER,RAISE,,,,,,,,,
,0.1731,0.0431,7.766206417,3.561638377,10.89307011,0.347377781,14.0001,10.5001,0.673036312,RAISE,LOWER,RAISE,,,,,,,,,
,0.1721,0.0441,8.623619514,3.126863698,10.89307011,0.436103029,14.4001,10.8001,0.712949273,RAISE,LOWER,RAISE,,,,,,,,,
,0.1711,0.0451,9.570642075,2.269450601,10.89307011,0.551582694,14.8001,11.1001,0.791661067,RAISE,LOWER,RAISE,,,,,,,,,
,0.1701,0.0461,10.05585779,1.322428039,10.89307011,0.843432509,15.2001,11.4001,0.878599144,RAISE,LOWER,RAISE,,,,,,,,,
,0.1691,0.0471,10.35429174,0.837212323,10.89307011,1.520817389,15.6001,11.7001,0.923142667,RAISE,LOWER,RAISE,,,,,,,,,
,0.1681,0.0481,11.18703035,0.53877838,10.89307011,2.473516325,16.0001,12.0001,0.950539345,RAISE,LOWER,RAISE,,,,,,,,,
,0.1671,0.0491,1.607845991,-0.293960233,10.89307011,4.152739149,16.4001,12.3001,1.026985986,STOP,LOWER,STOP,,,,,,,,,
,0.1661,0.0001,2.591059681,9.285224124,10.89307011,-1.09392075,0.0001,0.0001,0.147602648,RAISE,LOWER,RAISE,,,,,,,,,
,0.1651,0.0011,2.896536976,8.302010434,10.89307011,0.055810385,0.4001,0.3001,0.237863123,RAISE,LOWER,RAISE,,,,,,,,,
,0.1641,0.0021,3.091731282,7.996533139,10.89307011,0.06977917,0.8001,0.6001,0.265906392,RAISE,LOWER,RAISE,,,,,,,,,
,0.1631,0.0031,3.324995665,7.801338833,10.89307011,0.077326792,1.2001,0.9001,0.283825519,RAISE,LOWER,RAISE,,,,,,,,,
,0.1621,0.0041,4.221507071,7.56807445,10.89307011,0.085241668,1.6001,1.2001,0.305239536,RAISE,LOWER,RAISE,,,,,,,,,
,0.1611,0.0051,4.795448572,6.671563043,10.89307011,0.111560929,2.0001,1.5001,0.387540613,RAISE,LOWER,RAISE,,,,,,,,,
,0.1601,0.0061,4.986738083,6.097621543,10.89307011,0.143757873,2.4001,1.8001,0.440229295,RAISE,LOWER,RAISE,,,,,,,,,
,0.1591,0.0071,5.088161362,5.906332031,10.89307011,0.163563384,2.8001,2.1001,0.457789956,RAISE,LOWER,RAISE,,,,,,,,,
,0.1581,0.0081,5.520831833,5.804908752,10.89307011,0.172295135,3.2001,2.4001,0.467100763,RAISE,LOWER,RAISE,,,,,,,,,
,0.1571,0.0091,6.381548029,5.372238282,10.89307011,0.190212528,3.6001,2.7001,0.506820554,RAISE,LOWER,RAISE,,,,,,,,,
,0.1561,0.0101,7.251937508,4.511522086,10.89307011,0.237575018,4.0001,3.0001,0.585835578,RAISE,LOWER,RAISE,,,,,,,,,
,0.1551,0.0111,7.789967945,3.641132607,10.89307011,0.321485183,4.4001,3.3001,0.665738624,RAISE,LOWER,RAISE,,,,,,,,,
,0.1541,0.0121,8.371674564,3.10310217,10.89307011,0.427887077,4.8001,3.6001,0.715130616,RAISE,LOWER,RAISE,,,,,,,,,
,0.1531,0.0131,8.689002309,2.52139555,10.89307011,0.539568091,5.2001,3.9001,0.768532147,RAISE,LOWER,RAISE,,,,,,,,,
,0.1521,0.0141,9.401685338,2.204067805,10.89307011,0.689221674,5.6001,4.2001,0.797663305,RAISE,LOWER,RAISE,,,,,,,,,
,0.1511,0.0151,9.889664327,1.491384777,10.89307011,0.853121244,6.0001,4.5001,0.863088664,RAISE,LOWER,RAISE,,,,,,,,,
,0.1501,0.0161,10.35778559,1.003405788,10.89307011,1.326239141,6.4001,4.8001,0.90788586,RAISE,LOWER,RAISE,,,,,,,,,
,0.1491,0.0171,5.414908416,0.535284527,10.89307011,2.064525781,6.8001,5.1001,0.950860086,RAISE,LOWER,RAISE,,,,,,,,,
,0.1481,0.0181,5.899296701,5.478161699,10.89307011,2.023188842,7.2001,5.4001,0.497096627,RAISE,LOWER,RAISE,,,,,,,,,
,0.1471,0.0191,6.418976198,4.993773414,10.89307011,0.215375048,7.6001,5.7001,0.541564191,RAISE,LOWER,RAISE,,,,,,,,,
,0.1461,0.0201,7.230133692,4.474093917,10.89307011,0.257079193,8.0001,6.0001,0.58927154,RAISE,LOWER,RAISE,,,,,,,,,
,0.1451,0.0211,7.896347162,3.662936423,10.89307011,0.323199907,8.4001,6.3001,0.663737001,RAISE,LOWER,RAISE,,,,,,,,,
,0.1441,0.0221,8.006698378,2.996722953,10.89307011,0.431148469,8.8001,6.6001,0.724896386,RAISE,LOWER,RAISE,,,,,,,,,
,0.1431,0.0231,8.394097292,2.886371736,10.89307011,0.534363603,9.2001,6.9001,0.735026792,RAISE,LOWER,RAISE,,,,,,,,,
,0.1421,0.0241,9.236233862,2.498972822,10.89307011,0.581636605,9.6001,7.2001,0.770590587,RAISE,LOWER,RAISE,,,,,,,,,
,0.1411,0.0251,9.690848588,1.656836253,10.89307011,0.739202426,10.0001,7.5001,0.847899973,RAISE,LOWER,RAISE,,,,,,,,,
,0.1401,0.0261,10.26248156,1.202221527,10.89307011,1.169801611,10.4001,7.8001,0.88963428,RAISE,LOWER,RAISE,,,,,,,,,
,0.1391,0.0271,3.618210939,0.63058855,10.89307011,1.707253003,10.8001,8.1001,0.942111035,RAISE,LOWER,RAISE,,,,,,,,,
,0.1381,0.0281,4.571689309,7.274859176,10.89307011,1.14756633,11.2001,8.4001,0.332157133,RAISE,LOWER,RAISE,,,,,,,,,
,0.1371,0.0291,4.72187654,6.321380806,10.89307011,0.125684613,11.6001,8.7001,0.419687862,RAISE,LOWER,RAISE,,,,,,,,,
,0.1361,0.0301,5.556930783,6.171193575,10.89307011,0.149393833,12.0001,9.0001,0.433475273,RAISE,LOWER,RAISE,,,,,,,,,
,0.1351,0.0311,6.488064931,5.336139332,10.89307011,0.180092577,12.4001,9.3001,0.510134491,RAISE,LOWER,RAISE,,,,,,,,,
,0.1341,0.0321,7.236725433,4.405005184,10.89307011,0.243174495,12.8001,9.6001,0.595613988,RAISE,LOWER,RAISE,,,,,,,,,
,0.1331,0.0331,8.229099107,3.656344682,10.89307011,0.328568305,13.2001,9.9001,0.664342133,RAISE,LOWER,RAISE,,,,,,,,,
,0.1321,0.0341,8.261382081,2.663971007,10.89307011,0.450127098,13.6001,10.2001,0.755443509,RAISE,LOWER,RAISE,,,,,,,,,
,0.1311,0.0351,8.701350809,2.631688034,10.89307011,0.62023063,14.0001,10.5001,0.758407134,RAISE,LOWER,RAISE,,,,,,,,,
,0.1301,0.0361,8.919557598,2.191719306,10.89307011,0.66127525,14.4001,10.8001,0.798796916,RAISE,LOWER,RAISE,,,,,,,,,
,0.1291,0.0371,9.891524687,1.973512516,10.89307011,0.813932475,14.8001,11.1001,0.818828623,RAISE,LOWER,RAISE,,,,,,,,,
,0.1281,0.0381,10.51446278,1.001545428,10.89307011,1.002428371,15.2001,11.4001,0.908056644,RAISE,LOWER,RAISE,,,,,,,,,
,0.1271,0.0391,2.26801378,0.378607334,10.89307011,2.099647702,15.6001,11.7001,0.965243285,RAISE,LOWER,RAISE,,,,,,,,,
,0.1261,0.0401,3.046798412,8.625056334,10.89307011,1.198082328,16.0001,12.0001,0.20820703,RAISE,LOWER,RAISE,,,,,,,,,
,0.1251,0.0411,3.155419282,7.846271703,10.89307011,0.070649937,16.4001,12.3001,0.279700615,RAISE,LOWER,RAISE,,,,,,,,,
,0.1241,0.0421,3.531688539,7.737650833,10.89307011,0.080431048,16.8001,12.6001,0.289672172,RAISE,LOWER,RAISE,,,,,,,,,
,0.1231,0.0431,3.737450798,7.361381576,10.89307011,0.091285808,17.2001,12.9001,0.324214248,RAISE,LOWER,RAISE,,,,,,,,,
,0.1221,0.0441,4.51471083,7.155619317,10.89307011,0.101542102,17.6001,13.2001,0.343103529,RAISE,LOWER,RAISE,,,,,,,,,
,0.1211,0.0451,5.107513019,6.378359284,10.89307011,0.126186445,18.0001,13.5001,0.414457153,RAISE,LOWER,RAISE,,,,,,,,,
,0.1201,0.0461,5.885923584,5.785557096,10.89307011,0.160151311,18.4001,13.8001,0.468877274,RAISE,LOWER,RAISE,,,,,,,,,
,0.1191,0.0471,6.474640731,5.00714653,10.89307011,0.203469553,18.8001,14.1001,0.540336519,RAISE,LOWER,RAISE,,,,,,,,,
,0.1181,0.0481,6.561598245,4.418429384,10.89307011,0.258615988,19.2001,14.4001,0.594381626,RAISE,LOWER,RAISE,,,,,,,,,
,0.1171,0.0491,7.028953924,4.33147187,10.89307011,0.297010439,19.6001,14.7001,0.602364455,RAISE,LOWER,RAISE,,,,,,,,,
,0.1161,0.0501,7.371798338,3.864116191,10.89307011,0.324552676,20.0001,15.0001,0.6452684,RAISE,LOWER,RAISE,,,,,,,,,
,0.1151,0.0511,8.291080818,3.521271777,10.89307011,0.381551588,20.4001,15.3001,0.676742026,RAISE,LOWER,RAISE,,,,,,,,,
,0.1141,0.0521,8.467741542,2.601989297,10.89307011,0.470913996,20.8001,15.6001,0.761133522,RAISE,LOWER,RAISE,,,,,,,,,
,0.1131,0.0531,8.637268754,2.425328573,10.89307011,0.650866747,21.2001,15.9001,0.777351238,RAISE,LOWER,RAISE,,,,,,,,,
,0.1121,0.0541,9.13600929,2.255801361,10.89307011,0.712255556,21.6001,16.2001,0.792914088,RAISE,LOWER,RAISE,,,,,,,,,
,0.1111,0.0551,9.632424026,1.757060825,10.89307011,0.810001222,22.0001,16.5001,0.838699209,RAISE,LOWER,RAISE,,,,,,,,,
,0.1101,0.0561,10.14028406,1.260646088,10.89307011,1.096424653,22.4001,16.8001,0.884270818,RAISE,LOWER,RAISE,,,,,,,,,
,0.1091,0.0571,1.94505929,0.752786057,10.89307011,1.608743985,22.8001,17.1001,0.930893123,RAISE,LOWER,RAISE,,,,,,,,,
,0.1081,0.0581,2.819866591,8.948010825,10.89307011,0.516762837,23.2001,17.4001,0.178559329,RAISE,LOWER,RAISE,,,,,,,,,
,0.1071,0.0591,3.689763181,8.073203524,10.89307011,0.063027787,23.6001,17.7001,0.258867937,RAISE,LOWER,RAISE,,,,,,,,,
,0.1061,0.0601,4.187216742,7.203306934,10.89307011,0.091407659,24.0001,18.0001,0.338725735,RAISE,LOWER,RAISE,,,,,,,,,
,0.1051,0.0611,4.234878873,6.705853373,10.89307011,0.116258179,24.4001,18.3001,0.38439271,RAISE,LOWER,RAISE,,,,,,,,,
,0.1041,0.0621,4.531916018,6.658191242,10.89307011,0.126303951,24.8001,18.6001,0.388768164,RAISE,LOWER,RAISE,,,,,,,,,
,0.1031,0.0631,4.949020877,6.361154097,10.89307011,0.136130545,25.2001,18.9001,0.416036615,RAISE,LOWER,RAISE,,,,,,,,,
,0.1021,0.0641,5.184957962,5.944049238,10.89307011,0.155601352,25.6001,19.2001,0.45432746,RAISE,LOWER,RAISE,,,,,,,,,
,0.1011,0.0651,5.190218644,5.708112153,10.89307011,0.174458782,26.0001,19.5001,0.475986834,RAISE,LOWER,RAISE,,,,,,,,,
,0.1001,0.0661,5.411153152,5.70285147,10.89307011,0.181854123,26.4001,19.8001,0.476469773,RAISE,LOWER,RAISE,,,,,,,,,
,0.0991,0.0671,6.277018115,5.481916963,10.89307011,0.189770089,26.8001,20.1001,0.496751889,RAISE,LOWER,RAISE,,,,,,,,,
,0.0981,0.0681,6.348475,4.616052,10.89307011,0.229008143,27.2001,20.4001,0.576239577,RAISE,HOLD,RAISE,,,,,,,,,
,0.0981,0.0691,7.104379982,4.544595115,10.89307011,0.27506081,27.6001,20.7001,0.582799425,RAISE,HOLD,RAISE,,,,,,,,,
,0.0981,0.0701,7.283763479,3.788690132,10.89307011,0.312651834,28.0001,21.0001,0.652192624,RAISE,HOLD,RAISE,,,,,,,,,
,0.0981,0.0711,7.976762927,3.609306636,10.89307011,0.384500354,28.4001,21.3001,0.668660295,RAISE,HOLD,RAISE,,,,,,,,,
,0.0981,0.0721,8.494481149,2.916307187,10.89307011,0.44201082,28.8001,21.6001,0.732278673,RAISE,HOLD,RAISE,,,,,,,,,
,0.0981,0.0731,8.517052312,2.398588966,10.89307011,0.582550507,29.2001,21.9001,0.779805974,RAISE,HOLD,RAISE,,,,,,,,,
,0.0981,0.0741,8.570070552,2.376017803,10.89307011,0.710171891,29.6001,22.2001,0.78187804,RAISE,HOLD,RAISE,,,,,,,,,
,0.0981,0.0751,8.573758269,2.322999563,10.89307011,0.721381005,30.0001,22.5001,0.786745193,RAISE,HOLD,RAISE,,,,,,,,,
,0.0981,0.0761,8.585720535,2.319311845,10.89307011,0.73816271,30.4001,22.8001,0.787083731,RAISE,HOLD,RAISE,,,,,,,,,
,0.0981,0.0771,9.218690408,2.307349579,10.89307011,0.740367929,30.8001,23.1001,0.788181885,RAISE,RAISE,RAISE,,,,,,,,,
,0.1181,0.0781,9.480114398,1.674379706,10.89307011,0.799071843,31.2001,23.4001,0.846289458,RAISE,RAISE,RAISE,,,,,,,,,
,0.1381,0.0791,10.01460158,1.412955717,10.89307011,1.132373304,31.6001,23.7001,0.870288569,RAISE,LOWER,RAISE,,,,,,,,,
,0.1371,0.0801,10.51138503,0.878468534,10.89307011,1.417539341,32.0001,24.0001,0.919355285,RAISE,LOWER,RAISE,,,,,,,,,
,0.1361,0.0811,5.782068168,0.381685082,10.89307011,2.393115888,32.4001,24.3001,0.964960743,RAISE,LOWER,RAISE,,,,,,,,,
,0.1351,0.0821,6.067665404,5.111001947,10.89307011,3.029758528,32.8001,24.6001,0.530802437,RAISE,LOWER,RAISE,,,,,,,,,
,0.1341,0.0831,6.755636752,4.825404711,10.89307011,0.237435457,33.2001,24.9001,0.557020687,RAISE,LOWER,RAISE,,,,,,,,,
,0.1331,0.0841,6.844354757,4.137433363,10.89307011,0.280002908,33.6001,25.2001,0.620177478,RAISE,LOWER,RAISE,,,,,,,,,
,0.1321,0.0851,6.99311576,4.048715358,10.89307011,0.330850271,34.0001,25.5001,0.628321923,RAISE,LOWER,RAISE,,,,,,,,,
,0.1311,0.0861,7.882884396,3.899954355,10.89307011,0.345448625,34.4001,25.8001,0.641978403,RAISE,LOWER,RAISE,,,,,,,,,
,0.1301,0.0871,8.789259092,3.010185719,10.89307011,0.404255213,34.8001,26.1001,0.723660484,RAISE,LOWER,RAISE,,,,,,,,,
,0.1291,0.0881,9.514798259,2.103811023,10.89307011,0.583967895,35.2001,26.4001,0.806867026,RAISE,HOLD,RAISE,,,,,,,,,
,0.1291,0.0891,9.527362821,1.378271856,10.89307011,0.904529747,35.6001,26.7001,0.873472599,RAISE,HOLD,RAISE,,,,,,,,,
,0.1291,0.0901,10.07900158,1.365707294,10.89307011,1.382508506,36.0001,27.0001,0.874626044,RAISE,HOLD,RAISE,,,,,,,,,
,0.1291,0.0911,7.946852942,0.814068535,10.89307011,1.476011972,36.4001,27.3001,0.925267301,RAISE,HOLD,RAISE,,,,,,,,,
,0.1291,0.0921,8.459868994,2.946217173,10.89307011,1.952379339,36.8001,27.6001,0.729532892,RAISE,HOLD,RAISE,,,,,,,,,
,0.1291,0.0931,8.820485833,2.43320112,10.89307011,0.574286857,37.2001,27.9001,0.776628527,RAISE,HOLD,RAISE,,,,,,,,,
,0.1291,0.0941,9.016715387,2.072584282,10.89307011,0.725010831,37.6001,28.2001,0.809733688,RAISE,HOLD,RAISE,,,,,,,,,
,0.1291,0.0951,9.1495579,1.876354727,10.89307011,0.870093966,38.0001,28.5001,0.827747852,RAISE,HOLD,RAISE,,,,,,,,,
,0.1291,0.0961,10.09409052,1.743512215,10.89307011,0.975248205,38.4001,28.8001,0.839942992,RAISE,HOLD,RAISE,,,,,,,,,
,0.1291,0.0971,10.51063126,0.798979599,10.89307011,1.157903045,38.8001,29.1001,0.926652487,RAISE,HOLD,RAISE,,,,,,,,,
,0.1291,0.0981,6.496722411,0.382438853,10.89307011,2.631013677,39.2001,29.4001,0.964891546,RAISE,HOLD,RAISE,,,,,,,,,
,0.1291,0.0991,7.230745542,4.396347703,10.89307011,3.397522175,39.6001,29.7001,0.596408757,RAISE,HOLD,RAISE,,,,,,,,,
,0.1291,0.1001,7.707348509,3.662324572,10.89307011,0.328943297,40.0001,30.0001,0.66379317,RAISE,HOLD,RAISE,,,,,,,,,
,0.1291,0.1011,8.581905628,3.185721606,10.89307011,0.42089926,40.4001,30.3001,0.70754603,RAISE,RAISE,RAISE,,,,,,,,,
,0.1491,0.1021,8.679940298,2.311164487,10.89307011,0.538773106,40.8001,30.6001,0.787831671,RAISE,RAISE,RAISE,,,,,,,,,
,0.1691,0.1031,9.482067963,2.213129817,10.89307011,0.751131332,41.2001,30.9001,0.796831399,RAISE,HOLD,RAISE,,,,,,,,,
,0.1691,0.1041,10.11611124,1.411002152,10.89307011,0.856892162,41.6001,31.2001,0.870467909,RAISE,LOWER,RAISE,,,,,,,,,
,0.1681,0.1051,10.16879568,0.776958879,10.89307011,1.433890263,42.0001,31.5001,0.928674022,RAISE,LOWER,RAISE,,,,,,,,,
,0.1671,0.1061,11.02961269,0.72427443,10.89307011,2.617589158,42.4001,31.8001,0.933510533,RAISE,LOWER,RAISE,,,,,,,,,
,0.1661,0.1071,2.614657294,-0.136542574,10.89307011,3.04569987,42.8001,32.1001,1.012534811,HOLD,LOWER,HOLD,,,,,,,,,
,0.1651,0.1071,3.373347696,8.278412821,10.89307011,-3.829805184,42.8001,32.1001,0.240029419,RAISE,LOWER,RAISE,,,,,,,,,
,0.1641,0.1081,3.459624046,7.519722419,10.89307011,0.081497451,43.2001,32.4001,0.309678324,RAISE,LOWER,RAISE,,,,,,,,,
,0.1631,0.1091,3.684658487,7.433446069,10.89307011,0.092014674,43.6001,32.7001,0.317598621,RAISE,LOWER,RAISE,,,,,,,,,
,0.1621,0.1101,3.807996592,7.208411627,10.89307011,0.09913729,44.0001,33.0001,0.338257117,RAISE,HOLD,RAISE,,,,,,,,,
,0.1621,0.1111,4.359746516,7.085073522,10.89307011,0.105654249,44.4001,33.3001,0.349579738,RAISE,HOLD,RAISE,,,,,,,,,
,0.1621,0.1121,5.238690628,6.533323599,10.89307011,0.12306849,44.8001,33.6001,0.400231199,RAISE,HOLD,RAISE,,,,,,,,,
,0.1621,0.1131,5.855895788,5.654379487,10.89307011,0.160368319,45.2001,33.9001,0.480919573,RAISE,HOLD,RAISE,,,,,,,,,
,0.1621,0.1141,6.253921563,5.037174327,10.89307011,0.207127795,45.6001,34.2001,0.537579922,RAISE,HOLD,RAISE,,,,,,,,,
,0.1621,0.1151,6.31776056,4.639148552,10.89307011,0.248310706,46.0001,34.5001,0.574119279,RAISE,HOLD,RAISE,,,,,,,,,
,0.1621,0.1161,6.628453883,4.575309555,10.89307011,0.272367245,46.4001,34.8001,0.579979794,RAISE,HOLD,RAISE,,,,,,,,,
,0.1621,0.1171,7.384962147,4.264616232,10.89307011,0.289748871,46.8001,35.1001,0.608501902,RAISE,HOLD,RAISE,,,,,,,,,
,0.1621,0.1181,7.78280866,3.508107967,10.89307011,0.34633654,47.2001,35.4001,0.677950483,RAISE,HOLD,RAISE,,,,,,,,,
,0.1621,0.1191,7.904414062,3.110261455,10.89307011,0.443704055,47.6001,35.7001,0.714473383,RAISE,HOLD,RAISE,,,,,,,,,
,0.1621,0.1201,8.312526388,2.988656053,10.89307011,0.508279717,48.0001,36.0001,0.72563694,RAISE,HOLD,RAISE,,,,,,,,,
,0.1621,0.1211,9.285828781,2.580543727,10.89307011,0.556271865,48.4001,36.3001,0.763102257,RAISE,HOLD,RAISE,,,,,,,,,
,0.1621,0.1221,9.90860254,1.607241334,10.89307011,0.719680018,48.8001,36.6001,0.852452861,RAISE,HOLD,RAISE,,,,,,,,,
,0.1621,0.1231,10.49842526,0.984467575,10.89307011,1.232994987,49.2001,36.9001,0.909624416,RAISE,HOLD,RAISE,,,,,,,,,
,0.1621,0.1241,5.076121074,0.394644856,10.89307011,2.132812807,49.6001,37.2001,0.963771017,RAISE,HOLD,RAISE,,,,,,,,,
,0.1621,0.1251,5.899143817,5.816949041,10.89307011,2.572500821,50.0001,37.5001,0.465995447,RAISE,HOLD,RAISE,,,,,,,,,
,0.1621,0.1261,6.478768888,4.993926298,10.89307011,0.202826044,50.4001,37.8001,0.541550156,RAISE,RAISE,RAISE,,,,,,,,,
,0.1821,0.1271,6.921487418,4.414301227,10.89307011,0.259465939,50.8001,38.1001,0.594760597,RAISE,RAISE,RAISE,,,,,,,,,
